Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_per_Unit,Total_Amount,Phone_Number
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,+911234567890
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,+911234567890
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,+911234567890
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,+911234567890
388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,+911234567890
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,+911234567890
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,+911234567890
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,+911234567890
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,+911234567890
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,+911234567890
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,+911234567890
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,+911234567890
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,+911234567890
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,+911234567890
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,+911234567890
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,+911234567890
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,+911234567890
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,+911234567890
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,+911234567890
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,+911234567890
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,+911234567890
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,+911234567890
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,+911234567890
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,+911234567890
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,+911234567890
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,+911234567890
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,+911234567890
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,+911234567890
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,+911234567890
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,+911234567890
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,+911234567890
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,+911234567890
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,+911234567890
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,+911234567890
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,+911234567890
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,+911234567890
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,+911234567890
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,+911234567890
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,+911234567890
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,+911234567890
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,+911234567890
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,+911234567890
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,+911234567890
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,+911234567890
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,+911234567890
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,+911234567890
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,+911234567890
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,+911234567890
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,+911234567890
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,+911234567890
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,+911234567890
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,+911234567890
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,+911234567890
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,+911234567890
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,+911234567890
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,+911234567890
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,+911234567890
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,+911234567890
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,+911234567890
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,+911234567890
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,+911234567890
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,+911234567890
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,+911234567890
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,+911234567890
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,+911234567890
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,+911234567890
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,+911234567890
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,+911234567890
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,+911234567890
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,+911234567890
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,+911234567890
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,+911234567890
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,+911234567890
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,+911234567890
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,+911234567890
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,+911234567890
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,+911234567890
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,+911234567890
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,+911234567890
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,+911234567890
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,+911234567890
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,+911234567890
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,+911234567890
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,+911234567890
468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,+911234567890
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,+911234567890
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,+911234567890
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,+911234567890
472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,+911234567890
473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,+911234567890
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,+911234567890
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,+911234567890
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,+911234567890
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,+911234567890
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,+911234567890
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,+911234567890
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,+911234567890
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,+911234567890
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,+911234567890
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,+911234567890
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,+911234567890
485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,+911234567890
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,+911234567890
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,+911234567890
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,+911234567890
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,+911234567890
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,+911234567890
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,+911234567890
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,+911234567890
493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,+911234567890
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,+911234567890
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,+911234567890
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,+911234567890
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,+911234567890
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,+911234567890
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,+911234567890
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,+911234567890
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,+911234567890
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,+911234567890
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000,+911234567890
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,+911234567890
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,+911234567890
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,+911234567890
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500,+911234567890
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,+911234567890
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,+911234567890
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,+911234567890
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,+911234567890
512,2023-11-07,CUST512,Female,57,Beauty,1,25,25,+911234567890
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,+911234567890
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,+911234567890
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,+911234567890
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100,+911234567890
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100,+911234567890
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,+911234567890
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120,+911234567890
520,2023-12-29,CUST520,Female,49,Electronics,4,25,100,+911234567890
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,+911234567890
522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500,+911234567890
523,2023-09-24,CUST523,Female,62,Electronics,1,300,300,+911234567890
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200,+911234567890
525,2023-12-18,CUST525,Female,47,Beauty,2,25,50,+911234567890
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100,+911234567890
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50,+911234567890
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,+911234567890
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,+911234567890
530,2023-02-05,CUST530,Female,18,Electronics,4,30,120,+911234567890
531,2023-12-07,CUST531,Male,31,Electronics,1,500,500,+911234567890
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,+911234567890
533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500,+911234567890
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,+911234567890
535,2023-12-06,CUST535,Male,47,Beauty,3,30,90,+911234567890
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120,+911234567890
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,+911234567890
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150,+911234567890
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,+911234567890
540,2023-12-08,CUST540,Female,46,Electronics,3,300,900,+911234567890
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,+911234567890
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,+911234567890
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,+911234567890
544,2023-12-23,CUST544,Female,27,Electronics,1,25,25,+911234567890
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,+911234567890
546,2023-10-11,CUST546,Female,36,Electronics,4,50,200,+911234567890
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000,+911234567890
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60,+911234567890
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,+911234567890
550,2023-12-07,CUST550,Male,40,Clothing,3,300,900,+911234567890
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,+911234567890
552,2023-12-13,CUST552,Female,49,Electronics,3,25,75,+911234567890
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,+911234567890
554,2023-11-12,CUST554,Female,46,Beauty,3,50,150,+911234567890
555,2023-10-19,CUST555,Male,25,Beauty,1,300,300,+911234567890
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,+911234567890
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,+911234567890
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25,+911234567890
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200,+911234567890
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,+911234567890
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,+911234567890
562,2023-04-18,CUST562,Male,54,Electronics,2,25,50,+911234567890
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,+911234567890
564,2023-10-24,CUST564,Male,50,Electronics,2,50,100,+911234567890
565,2023-11-07,CUST565,Female,45,Beauty,2,30,60,+911234567890
566,2023-12-02,CUST566,Female,64,Clothing,1,30,30,+911234567890
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,+911234567890
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,+911234567890
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,+911234567890
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,+911234567890
571,2023-12-12,CUST571,Female,41,Electronics,1,50,50,+911234567890
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,+911234567890
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,+911234567890
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,+911234567890
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,+911234567890
576,2023-12-04,CUST576,Female,33,Beauty,3,50,150,+911234567890
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,+911234567890
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,+911234567890
579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,+911234567890
580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500,+911234567890
581,2023-11-21,CUST581,Female,48,Beauty,2,30,60,+911234567890
582,2023-11-14,CUST582,Male,35,Clothing,3,300,900,+911234567890
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,+911234567890
584,2023-02-17,CUST584,Female,27,Beauty,4,50,200,+911234567890
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25,+911234567890
586,2023-12-11,CUST586,Male,50,Electronics,1,50,50,+911234567890
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,+911234567890
588,2023-04-26,CUST588,Male,38,Electronics,2,30,60,+911234567890
589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000,+911234567890
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900,+911234567890
591,2023-01-13,CUST591,Male,53,Electronics,4,25,100,+911234567890
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000,+911234567890
593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,+911234567890
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,+911234567890
595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000,+911234567890
596,2023-02-07,CUST596,Female,64,Electronics,1,300,300,+911234567890
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,+911234567890
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,+911234567890
599,2023-11-19,CUST599,Female,28,Beauty,2,50,100,+911234567890
600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000,+911234567890
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30,+911234567890
602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,+911234567890
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,+911234567890
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,+911234567890
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,+911234567890
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,+911234567890
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,+911234567890
608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,+911234567890
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,+911234567890
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,+911234567890
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,+911234567890
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,+911234567890
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,+911234567890
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,+911234567890
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,+911234567890
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,+911234567890
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,+911234567890
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,+911234567890
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,+911234567890
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,+911234567890
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,+911234567890
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,+911234567890
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,+911234567890
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,+911234567890
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,+911234567890
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,+911234567890
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,+911234567890
628,2023-11-01,CUST628,Female,19,Beauty,4,50,200,+911234567890
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,+911234567890
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,+911234567890
631,2023-11-10,CUST631,Male,56,Electronics,3,30,90,+911234567890
632,2023-09-16,CUST632,Female,26,Electronics,4,25,100,+911234567890
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,+911234567890
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000,+911234567890
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,+911234567890
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500,+911234567890
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,+911234567890
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,+911234567890
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,+911234567890
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,+911234567890
641,2023-11-23,CUST641,Female,40,Electronics,1,300,300,+911234567890
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,+911234567890
643,2023-09-24,CUST643,Female,28,Electronics,3,30,90,+911234567890
644,2023-09-06,CUST644,Male,23,Beauty,3,25,75,+911234567890
645,2023-11-17,CUST645,Female,35,Electronics,4,30,120,+911234567890
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90,+911234567890
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500,+911234567890
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200,+911234567890
649,2023-02-09,CUST649,Female,58,Clothing,2,300,600,+911234567890
650,2024-01-01,CUST650,Male,55,Electronics,1,30,30,+911234567890
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150,+911234567890
652,2023-05-01,CUST652,Female,34,Beauty,2,50,100,+911234567890
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75,+911234567890
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75,+911234567890
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500,+911234567890
656,2023-10-04,CUST656,Male,29,Beauty,3,30,90,+911234567890
657,2023-02-11,CUST657,Male,40,Clothing,1,25,25,+911234567890
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25,+911234567890
659,2023-03-19,CUST659,Female,39,Electronics,1,30,30,+911234567890
660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000,+911234567890
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,+911234567890
662,2023-12-22,CUST662,Male,48,Beauty,2,500,1000,+911234567890
663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200,+911234567890
664,2023-12-28,CUST664,Female,44,Clothing,4,500,2000,+911234567890
665,2023-04-20,CUST665,Male,57,Clothing,1,50,50,+911234567890
666,2023-02-02,CUST666,Male,51,Electronics,3,50,150,+911234567890
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500,+911234567890
668,2023-07-28,CUST668,Female,62,Electronics,3,50,150,+911234567890
669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200,+911234567890
670,2023-10-05,CUST670,Male,27,Beauty,1,30,30,+911234567890
671,2023-08-27,CUST671,Male,62,Electronics,3,50,150,+911234567890
672,2023-08-01,CUST672,Female,34,Beauty,2,50,100,+911234567890
673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500,+911234567890
674,2023-04-16,CUST674,Female,38,Clothing,1,300,300,+911234567890
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60,+911234567890
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,+911234567890
677,2023-10-27,CUST677,Female,19,Beauty,3,500,1500,+911234567890
678,2023-12-23,CUST678,Female,60,Electronics,3,300,900,+911234567890
679,2023-01-11,CUST679,Female,18,Beauty,3,30,90,+911234567890
680,2023-10-22,CUST680,Female,53,Clothing,3,300,900,+911234567890
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,+911234567890
682,2023-09-02,CUST682,Male,46,Beauty,4,300,1200,+911234567890
683,2023-01-04,CUST683,Male,38,Beauty,2,500,1000,+911234567890
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000,+911234567890
685,2023-06-02,CUST685,Male,57,Electronics,2,25,50,+911234567890
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200,+911234567890
687,2023-08-03,CUST687,Female,53,Electronics,1,300,300,+911234567890
688,2023-10-03,CUST688,Male,56,Clothing,4,25,100,+911234567890
689,2023-10-07,CUST689,Male,57,Electronics,2,50,100,+911234567890
690,2023-11-05,CUST690,Female,52,Clothing,3,300,900,+911234567890
691,2023-04-23,CUST691,Female,51,Clothing,3,30,90,+911234567890
692,2023-09-07,CUST692,Female,64,Clothing,2,50,100,+911234567890
693,2023-04-23,CUST693,Male,41,Beauty,3,500,1500,+911234567890
694,2023-05-20,CUST694,Female,39,Electronics,2,25,50,+911234567890
695,2023-08-12,CUST695,Female,22,Electronics,3,50,150,+911234567890
696,2023-09-06,CUST696,Female,50,Clothing,4,50,200,+911234567890
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500,+911234567890
698,2023-07-19,CUST698,Female,64,Electronics,1,300,300,+911234567890
699,2023-06-22,CUST699,Female,37,Clothing,4,30,120,+911234567890
700,2023-12-09,CUST700,Male,36,Electronics,4,500,2000,+911234567890
701,2023-12-14,CUST701,Female,52,Beauty,2,30,60,+911234567890
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600,+911234567890
703,2023-03-26,CUST703,Male,34,Electronics,2,50,100,+911234567890
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90,+911234567890
705,2023-03-07,CUST705,Male,60,Electronics,2,25,50,+911234567890
706,2023-11-15,CUST706,Male,51,Electronics,4,25,100,+911234567890
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500,+911234567890
708,2023-01-14,CUST708,Female,43,Beauty,3,300,900,+911234567890
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000,+911234567890
710,2023-10-31,CUST710,Female,26,Electronics,3,500,1500,+911234567890
711,2023-10-16,CUST711,Male,26,Electronics,3,500,1500,+911234567890
712,2023-12-06,CUST712,Female,57,Beauty,2,25,50,+911234567890
713,2023-01-14,CUST713,Male,34,Beauty,3,25,75,+911234567890
714,2023-02-12,CUST714,Female,18,Clothing,1,500,500,+911234567890
715,2023-11-26,CUST715,Female,42,Beauty,4,25,100,+911234567890
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200,+911234567890
717,2023-03-11,CUST717,Male,57,Clothing,1,500,500,+911234567890
718,2023-08-25,CUST718,Female,59,Beauty,3,25,75,+911234567890
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60,+911234567890
720,2023-01-26,CUST720,Female,56,Beauty,3,500,1500,+911234567890
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500,+911234567890
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900,+911234567890
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200,+911234567890
724,2023-04-19,CUST724,Male,61,Clothing,3,50,150,+911234567890
725,2023-08-21,CUST725,Male,61,Electronics,1,300,300,+911234567890
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200,+911234567890
727,2023-06-22,CUST727,Male,55,Beauty,3,300,900,+911234567890
728,2023-07-14,CUST728,Male,51,Electronics,3,50,150,+911234567890
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200,+911234567890
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50,+911234567890
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000,+911234567890
732,2023-02-11,CUST732,Male,61,Electronics,2,500,1000,+911234567890
733,2023-08-29,CUST733,Male,34,Beauty,1,30,30,+911234567890
734,2023-01-10,CUST734,Female,27,Clothing,1,30,30,+911234567890
735,2023-10-04,CUST735,Female,64,Clothing,4,500,2000,+911234567890
736,2023-01-27,CUST736,Male,29,Clothing,4,25,100,+911234567890
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50,+911234567890
738,2023-04-25,CUST738,Male,41,Clothing,2,50,100,+911234567890
739,2023-11-29,CUST739,Male,36,Beauty,1,25,25,+911234567890
740,2023-02-05,CUST740,Female,25,Beauty,4,50,200,+911234567890
741,2023-11-30,CUST741,Male,48,Clothing,1,300,300,+911234567890
742,2023-01-21,CUST742,Female,38,Electronics,4,500,2000,+911234567890
743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000,+911234567890
744,2023-05-07,CUST744,Male,40,Electronics,1,25,25,+911234567890
745,2023-04-13,CUST745,Male,54,Beauty,2,50,100,+911234567890
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90,+911234567890
747,2023-11-15,CUST747,Male,23,Beauty,1,30,30,+911234567890
748,2023-03-20,CUST748,Male,25,Clothing,3,50,150,+911234567890
749,2023-05-03,CUST749,Male,42,Beauty,1,30,30,+911234567890
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75,+911234567890
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,+911234567890
752,2023-12-09,CUST752,Male,29,Clothing,2,50,100,+911234567890
753,2023-02-28,CUST753,Female,32,Clothing,1,30,30,+911234567890
754,2023-10-16,CUST754,Female,43,Electronics,4,25,100,+911234567890
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75,+911234567890
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,+911234567890
757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200,+911234567890
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,+911234567890
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,+911234567890
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500,+911234567890
761,2023-11-07,CUST761,Female,33,Clothing,1,500,500,+911234567890
762,2023-11-07,CUST762,Female,24,Electronics,2,25,50,+911234567890
763,2023-02-28,CUST763,Male,34,Clothing,2,25,50,+911234567890
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25,+911234567890
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,+911234567890
766,2023-02-25,CUST766,Male,38,Electronics,3,300,900,+911234567890
767,2023-10-24,CUST767,Male,39,Beauty,3,25,75,+911234567890
